Id,Search Keyword,URL,Datetime,Tweet,Username,View Count,Reply Count,Retweet Count,Like Count,Quote Count,Language,Source,Coordinates,Place,Hashtags,Reply to User,Mentioned Users Count,Mentioned Users,User Verified
1630503524516651009,Pajak,https://twitter.com/forumkeadilan_/status/1630503524516651009,2023-02-28 09:41:48+00:00,"Viral video Mensos Tri Rismaharini sedang mencuci mobil.
#mensos #risma #pajak #forumkeadilan #newsupate #forumkeadilantv

https://t.co/qQEYCC9yGi",forumkeadilan_,1.0,0,0,0,0,in,Twitter Web App,,,"['mensos', 'risma', 'pajak', 'forumkeadilan', 'newsupate', 'forumkeadilantv']",,0,,False
1630503507743895553,Pajak,https://twitter.com/baliqbal_/status/1630503507743895553,2023-02-28 09:41:44+00:00,Jngan lupa bayar pajak kendaraannya.. biar murah tp paling tidak membantu para elite membeli rubicon atau harley ewkwkw https://t.co/A3bbjltazH,baliqbal_,,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630503453985497088,Pajak,https://twitter.com/MarthinTambuna3/status/1630503453985497088,2023-02-28 09:41:31+00:00,@gabongoku Akhir tahun 2022 semua ASN DJP mendpt bonus krn mencapai target pengumpulan pajak tp dgn kasus terbongkarnya Rafael yg miliki kekayaan luar biasa yg tdk sesuai profilenya mk timbul pertanyaan : apakah pencapaian target itu benar2 real?,MarthinTambuna3,1.0,0,0,0,0,in,Twitter for iPhone,,,,gabongoku,1,['gabongoku'],False
1630503401284042756,Pajak,https://twitter.com/QuartyRudiq/status/1630503401284042756,2023-02-28 09:41:18+00:00,"@MuhiqR Loe orang ug kerja dipajak ?
Loe ikut bayar pajak nggak ?",QuartyRudiq,1.0,0,0,0,0,in,Twitter for Android,,,,MuhiqR,1,['MuhiqR'],False
1630503381667303431,Pajak,https://twitter.com/OnlyFrens/status/1630503381667303431,2023-02-28 09:41:14+00:00,"Perkara nyiram mobil hitam cemani gw diamuk² sama bajernya risma, mereka bilang orang Jakarta pemalas. Ehhh ga tahunya ada yg belum bayar pajak.",OnlyFrens,19.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630503335026479111,Pajak,https://twitter.com/kring_pajak/status/1630503335026479111,2023-02-28 09:41:03+00:00,"@topibagol Selamat sore. 
Silakan cek DM ya, Kak. 
Tks*Fina",kring_pajak,3.0,0,0,0,0,in,TweetDeck,,,,topibagol,1,['topibagol'],True
1630503333579616257,Pajak,https://twitter.com/TopCareerID/status/1630503333579616257,2023-02-28 09:41:02+00:00,Sosiolog UGM: Gaya Hidup Mewah Pegawai Pajak Bagai Gunung Es https://t.co/00Kcw9bi5l,TopCareerID,,0,0,0,0,in,dlvr.it,,,,,0,,False
1630503323253223424,Pajak,https://twitter.com/_mastito/status/1630503323253223424,2023-02-28 09:41:00+00:00,"Alphard 'tihah,, buat orang pajak semoga Harley - Harley nya ,, adalah ; anugerah "" amin iya robicon 🙏",_mastito,4.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630503323093827584,Pajak,https://twitter.com/newsmerahputih/status/1630503323093827584,2023-02-28 09:41:00+00:00,"Revolusi mental gagal total, pejabat pajak Rafael Alun menjadi bukti.

#merahputihcom #revolusimental #pejabatpajak

https://t.co/cEVRmF14eP",newsmerahputih,,0,0,0,0,in,Twitter Web App,,,"['merahputihcom', 'revolusimental', 'pejabatpajak']",,0,,False
1630503317490241542,Pajak,https://twitter.com/MeJustaFan/status/1630503317490241542,2023-02-28 09:40:58+00:00,Perasaan drtd bc berita seleb kena masalah pajak.whats going on🤷,MeJustaFan,3.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630503305809113088,Pajak,https://twitter.com/ajafahmi1/status/1630503305809113088,2023-02-28 09:40:56+00:00,"@DybalaGonzalo @geloraco Kalau nyuci mobil urusan Mentri ga om?
Karena ulah Mentri, malah jadi ketahuan kalau mobil itu nunggak pajak. 😂",ajafahmi1,,0,0,0,0,in,Twitter for Android,,,,DybalaGonzalo,2,"['DybalaGonzalo', 'geloraco']",False
1630503295927345153,Pajak,https://twitter.com/anusekaliya/status/1630503295927345153,2023-02-28 09:40:53+00:00,"@RamliRizal Bahkan asal pak RR tahu saja, guru guru honorer diteror dg isu pemecatan. Dan dikerjain dg isu2 pengangkatan bukan menjadi PNS, tp PPPK alias outsourching.

Pemerintah pelit pada guru honorer, sedangkan utk PNS Pajak, mereka dg royalnya menghambur-hamburkan uang.

Negara yg aneh",anusekaliya,3.0,0,0,0,0,in,Twitter for Android,,,,RamliRizal,1,['RamliRizal'],False
1630503257658343426,Pajak,https://twitter.com/Erroris89701318/status/1630503257658343426,2023-02-28 09:40:44+00:00,"@CNNIndonesia Nakutin oknum pajak aja tante Ani, jgn rakyat dong yg udh susah...",Erroris89701318,2.0,0,0,0,0,in,Twitter for Android,,,,CNNIndonesia,1,['CNNIndonesia'],False
1630503247470551041,Pajak,https://twitter.com/Fitriupit/status/1630503247470551041,2023-02-28 09:40:42+00:00,"@kring_pajak min dari pagi ini, gak bisa lapor, udah ganti browser, udah pake incognito, masih tidak bisa https://t.co/iEJRQhwy2Y",Fitriupit,,0,0,0,0,in,Twitter for Android,,,,,1,['kring_pajak'],False
1630503225660162051,Pajak,https://twitter.com/be4_GE/status/1630503225660162051,2023-02-28 09:40:36+00:00,"@bekasizen @dr_koko28 wooyyy mrk bisa nyambi konsultan pajak dari banyak orang, jangan tanya brp honornya , hehehe.",be4_GE,,0,0,0,0,in,Twitter for iPhone,"Coordinates(longitude=111.534927, latitude=-7.213687)","Place(id='05f4426d718ac456', fullName='Cepu, Indonesia', name='Cepu', type='city', country='Indonesia', countryCode='ID')",,bekasizen,2,"['bekasizen', 'dr_koko28']",False
1630503223869198336,Pajak,https://twitter.com/dashanastasya/status/1630503223869198336,2023-02-28 09:40:36+00:00,"@cocor_bangor @SerenaAldo Yaelah kompor meledug amat bos. Gak selalu pajak diselewengkan terus2an kali. Pejabat yg lain justru mengajak warganya untuk taat pajak, salah satunya Bupati Pamekasan. https://t.co/uSvV7cNZBY",dashanastasya,4.0,0,0,0,0,in,Twitter for iPhone,,,,cocor_bangor,2,"['cocor_bangor', 'SerenaAldo']",False
1630503103870169088,Pajak,https://twitter.com/Andrirafly3/status/1630503103870169088,2023-02-28 09:40:07+00:00,"@prastow dari pajak??
apa benar pajak malah mengenakan orang kaya??
sedang jalan provinsi banyak yang hancur.",Andrirafly3,2.0,0,0,0,0,in,Twitter for Android,,,,prastow,1,['prastow'],False
1630503101328420864,Pajak,https://twitter.com/ErAkhid/status/1630503101328420864,2023-02-28 09:40:07+00:00,Ternyata... Pemerintah pun ga sanggup bayar pajak,ErAkhid,3.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630503079316451328,Pajak,https://twitter.com/Top100Clean/status/1630503079316451328,2023-02-28 09:40:02+00:00,"Top 100 Bulgaria CLEAN 🇧🇬:

🥇 V:RGO, Molec (29 days)
🥈 Medi ⬆️
🥉 Miley Cyrus ⬇️
4️⃣ Sabi, Galena ⬇️
5️⃣ Alisia
6️⃣ The Weeknd, Ariana Grande
7️⃣ Metro Boomin, The Weeknd, 21 Savage
8️⃣ Pajak, Lara Ivanova
9️⃣ Emanuela
🔟 RAYE

#TuesdayThoughts #TravelTuesday
https://t.co/t6rwanR2My",Top100Clean,7.0,1,0,0,0,en,TrendyShmendy,,,"['TuesdayThoughts', 'TravelTuesday']",,0,,False
1630503077932597249,Pajak,https://twitter.com/juragan_bakiak/status/1630503077932597249,2023-02-28 09:40:01+00:00,@DitjenPajakRI Ketika pajak dirujak,juragan_bakiak,2.0,0,0,0,0,in,Twitter for Android,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630503071733395460,Pajak,https://twitter.com/MOTION975FM/status/1630503071733395460,2023-02-28 09:40:00+00:00,"Lee Byung Hun dituduh lakukan penggelapan pajak, agensi angkat bicara.

https://t.co/XOEH802AUm",MOTION975FM,1.0,0,0,0,0,in,TweetDeck,,,,,0,,False
1630503068264730624,Pajak,https://twitter.com/Zaky_khans/status/1630503068264730624,2023-02-28 09:39:59+00:00,"@DitjenPajakRI Taat pajak min..namun ada yg tak taat dlm pengelolaan pajak, masyarakat kecil dipajakin, yg koporasi ada yg nihil pajaknya.",Zaky_khans,3.0,0,0,0,0,in,Twitter for Android,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630503061465739265,Pajak,https://twitter.com/threeo_a/status/1630503061465739265,2023-02-28 09:39:57+00:00,"@CNNIndonesia berarti tahun ini gak usah lapor pajak dulu yah bu, biar sampean bisa bersih2 dulu....",threeo_a,2.0,0,0,0,0,in,Twitter Web App,,,,CNNIndonesia,1,['CNNIndonesia'],False
1630503057317597185,Pajak,https://twitter.com/Yuliartfega/status/1630503057317597185,2023-02-28 09:39:56+00:00,@Mr_Miauw @taofan_pratama @DitjenPajakRI @KemenkeuRI Tiap hari mikirin penerimaan negara??  Mereka tinggal jalanin system menurut gue ga valid dengaan ketimpangan sosial saat ini.  Penerimaan negara ga melulu dari pajak. Bisa juga dengan memangkas pengeluaran.Salah satu tunjangan ga masuk akal   Emg orng pajak makan nasi dari emas?,Yuliartfega,3.0,0,0,0,0,in,Twitter for iPhone,,,,Mr_Miauw,4,"['Mr_Miauw', 'taofan_pratama', 'DitjenPajakRI', 'KemenkeuRI']",False
1630503056864579586,Pajak,https://twitter.com/SayangiKami/status/1630503056864579586,2023-02-28 09:39:56+00:00,"@DitjenPajakRI Zakat = membantu masyarakat miskin
Pajak = memperkaya mereka yg sudah kaya",SayangiKami,2.0,0,0,0,0,in,Twitter for Android,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630503052393193472,Pajak,https://twitter.com/kring_pajak/status/1630503052393193472,2023-02-28 09:39:55+00:00,"@reymputra ... atau boleh juga Kakak klik opsi ""Hapus SPT"", lalu silakan ke menu Buat SPT untuk membuat SPT tsb kembali ya, Kak.
(4/4)
Tks*Fndi",kring_pajak,2.0,0,0,0,0,in,TweetDeck,,,,kring_pajak,1,['reymputra'],True
1630503008269406208,Pajak,https://twitter.com/95ione/status/1630503008269406208,2023-02-28 09:39:45+00:00,"Halo admin @kring_pajak @DitjenPajakRI , saya mau lapor CbCR dari awal bulan lalu kenapa stuck di validasi kertas kerja ya (belum ke validasi CbC), padahal biasanya validasi kertas kerja cuma 5 menit.. https://t.co/v4PVGBbh2t",95ione,1.0,0,0,0,0,in,Twitter for Android,,,,,2,"['kring_pajak', 'DitjenPajakRI']",False
1630502994604335105,Pajak,https://twitter.com/AcoyBk/status/1630502994604335105,2023-02-28 09:39:41+00:00,"Rakyat Pajak , duit rakyat juga yang kasih Untung ke rakyat !! https://t.co/cb6YLo7CdX",AcoyBk,1.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630502991391277057,Pajak,https://twitter.com/kring_pajak/status/1630502991391277057,2023-02-28 09:39:41+00:00,"@reymputra Setelah kembali laman e-Filing, silakan dicek juga pada menu Draft SPT, jika SPT yang akan Kakak laporkan sudah ada, maka silakan pada menu Aksi Kakak klik opsi ""Ubah SPT"" untuk melanjutkan pengisian SPT Kakak tsb ...
(3/4)",kring_pajak,3.0,1,0,0,0,in,TweetDeck,,,,kring_pajak,1,['reymputra'],True
1630502984944865281,Pajak,https://twitter.com/moehenriansyah/status/1630502984944865281,2023-02-28 09:39:39+00:00,"Halo, selamat sore @kring_pajak . Saya lupa kata sandi akun NPWP saya dan untuk menggantinya diperlukan kode EFIN. Apakah admin bisa membantu pengecekan EFIN saya? 🙏",moehenriansyah,2.0,0,0,0,0,in,Twitter for Android,,,,,1,['kring_pajak'],False
1630502970453549057,Pajak,https://twitter.com/ceplikciliklur/status/1630502970453549057,2023-02-28 09:39:36+00:00,"@detikcom Pegawai Pajaknya sudah taat bayar pajak belum?
Harta melimpah ruah sampai tujuh turunan, kapan kecripatan nikmat nya",ceplikciliklur,4.0,0,0,0,0,in,Twitter for Android,,,,detikcom,1,['detikcom'],False
1630502961645506561,Pajak,https://twitter.com/Miftah79066543/status/1630502961645506561,2023-02-28 09:39:33+00:00,Pejabatnya sj malas bayar pajak kan ?,Miftah79066543,1.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630502940120326144,Pajak,https://twitter.com/kusogakidomoo/status/1630502940120326144,2023-02-28 09:39:28+00:00,"@DitjenPajakRI kalo kalian lupa bayar pajak, nanti pegawai pajak gak bisa beli rubicon",kusogakidomoo,2.0,0,0,0,0,in,Twitter Web App,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630502906960183298,Pajak,https://twitter.com/NurulHannani15/status/1630502906960183298,2023-02-28 09:39:20+00:00,"@UNA4A @shmraabd Nani gadaikan sementara waktu kat pajak gadai, cukup tarikh matang nanti angkuttt",NurulHannani15,5.0,1,0,0,0,in,Twitter for Android,,,,UNA4A,2,"['UNA4A', 'shmraabd']",False
1630502894557618177,Pajak,https://twitter.com/NegeriTony/status/1630502894557618177,2023-02-28 09:39:17+00:00,"@detikcom Pegawai Pajak luar biasa kaya semua ya....,
Apalah aku pengusaha kecil ini, bayar pajak ratusan juta, punya harta cm 4m berupa properti dan 1m aset usaha, tp punya hutang 3m. Yg usaha saya, yg kaya kalian... enak bener...",NegeriTony,4.0,0,0,0,0,in,Twitter for Android,,,,detikcom,1,['detikcom'],False
1630502855328268291,Pajak,https://twitter.com/FalFalli/status/1630502855328268291,2023-02-28 09:39:08+00:00,@DitjenPajakRI Wajib pajak atau wajib sholat min? Pilih mana.. 😂,FalFalli,7.0,0,0,0,0,in,Twitter for iPhone,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630502851406626816,Pajak,https://twitter.com/ikramulfajri43/status/1630502851406626816,2023-02-28 09:39:07+00:00,"Ayo berhenti bayar pajak, kita punya hak untuk berhenti bayar pajak ke pemerintah bobrok ini https://t.co/7MxWmxe4Ox",ikramulfajri43,2.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630502827163533312,Pajak,https://twitter.com/mhammam_/status/1630502827163533312,2023-02-28 09:39:01+00:00,@CNNIndonesia Seru nih NU vs Pajak 😄,mhammam_,87.0,0,0,0,0,in,Twitter for iPhone,,,,CNNIndonesia,1,['CNNIndonesia'],False
1630502822570754049,Pajak,https://twitter.com/Dikka_Wins/status/1630502822570754049,2023-02-28 09:39:00+00:00,"Hallah, kalau saja pajak dan cukai di kelola dg jujur. Pengangguran di Indonesia bisa digaji.",Dikka_Wins,5.0,0,0,0,0,in,Twitter Web App,,,,,0,,False
1630502821463478272,Pajak,https://twitter.com/kusogakidomoo/status/1630502821463478272,2023-02-28 09:39:00+00:00,@DitjenPajakRI awikwok pengawai mu sendiri gak bayar pajak,kusogakidomoo,1.0,0,0,0,0,in,Twitter Web App,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630502815289188353,Pajak,https://twitter.com/Erroris89701318/status/1630502815289188353,2023-02-28 09:38:59+00:00,@detikcom Njuci mobil pajak mati bayar dulu dong tante Ris...baru boleh nyuci...,Erroris89701318,4.0,0,0,0,0,in,Twitter for Android,,,,detikcom,1,['detikcom'],False
1630502815088128000,Pajak,https://twitter.com/EkaWira51521380/status/1630502815088128000,2023-02-28 09:38:59+00:00,"@Mukidi_alNgibul Lah gimana bisa haram,pajak itu dari jaman nabi juga sudah ada untuk kepentingan rakyat nya,sok sok mengharamkan",EkaWira51521380,6.0,0,0,0,0,in,Twitter for Android,,,,Mukidi_alNgibul,1,['Mukidi_alNgibul'],False
1630502807362215937,Pajak,https://twitter.com/CongorComberan/status/1630502807362215937,2023-02-28 09:38:57+00:00,"@DitjenPajakRI Org pajak minum Mixue langsung mencret, Min...
Levelnya sdh Wine, Tequila atau minimal Bir...
Naiknya Rubicon, Hartley atau minimal Ninja..",CongorComberan,2.0,0,0,0,0,in,Twitter for Android,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630502783735693312,Pajak,https://twitter.com/Parapencarimmkp/status/1630502783735693312,2023-02-28 09:38:51+00:00,@DitjenPajakRI Ayo bayar pajak supaya yang kerja di Ditjen pajak bisa korupsi,Parapencarimmkp,3.0,0,0,1,0,in,Twitter for Android,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630502752060313602,Pajak,https://twitter.com/CMTAtsumu/status/1630502752060313602,2023-02-28 09:38:44+00:00,"Hijau
bersih-bersih rumah
Hitam
makan bareng
Belanja
Akashi
Baklor 
Begadang
Yuno
Pico
Bakugou 
sate kikil 
cuddle 
cilok
Bayar listrik
nabung
rin matsuoka
nagi seishiro
Cimol
Itoshi Sae
Es tungtung
Pelangi
bayar pajak 
kenjaku
madara 
douma",CMTAtsumu,79.0,0,0,0,3,in,Twitter for Android,,,,CMTAtsumu,0,,False
1630502750487470080,Pajak,https://twitter.com/AjiNugr45350569/status/1630502750487470080,2023-02-28 09:38:43+00:00,"@kring_pajak #LupaEFIN 
Dwi aji nugroho/pribadi
Pernah aktifasi EFIN",AjiNugr45350569,2.0,0,0,0,0,in,Twitter for Android,,,['LupaEFIN'],kring_pajak,1,['kring_pajak'],False
1630502745290719232,Pajak,https://twitter.com/abcdekp_/status/1630502745290719232,2023-02-28 09:38:42+00:00,@sIebbew Hi kak boleh send detailnya yaa,abcdekp_,15.0,0,0,0,0,in,Twitter for iPhone,,,,sIebbew,1,['sIebbew'],False
1630502728375107584,Pajak,https://twitter.com/kristian_sib/status/1630502728375107584,2023-02-28 09:38:38+00:00,Jangan lupa lapor pajak,kristian_sib,2.0,0,0,0,0,in,Twitter Web App,,,,,0,,False
1630502709391687680,Pajak,https://twitter.com/usaisudahhh/status/1630502709391687680,2023-02-28 09:38:33+00:00,"@notaniceboy sekalian sekalian, noh sekalian bayarin pajak rubicon",usaisudahhh,6.0,0,0,0,0,in,Twitter for Android,,,,notaniceboy,1,['notaniceboy'],False
1630502707235794944,Pajak,https://twitter.com/Jacksondwine/status/1630502707235794944,2023-02-28 09:38:33+00:00,"@qorygore tetaplah membeli jeep,meskipun pajak gatau BISAAAA dibayar apa engga
#QGBacotsantuy",Jacksondwine,3.0,0,0,0,0,in,Twitter for iPhone,,,['QGBacotsantuy'],qorygore,1,['qorygore'],False
1630502701078581248,Pajak,https://twitter.com/syafii_zuhhad/status/1630502701078581248,2023-02-28 09:38:31+00:00,@OposisiCerdas Warga NU byr pajak sj sirezim ngutangnya nambah terus 👋 gimana klo ga byr pajak ... ?!?   Baaangkrut NKRI !!! 😠😬,syafii_zuhhad,8.0,0,0,0,0,in,Twitter for Android,,,,OposisiCerdas,1,['OposisiCerdas'],False
1630502655280787459,Pajak,https://twitter.com/tirtapan/status/1630502655280787459,2023-02-28 09:38:20+00:00,@Nugroho16_ @logikapolitikid @DitjenPajakRI Gak usah pegangan gak apa². Gak bakalan bergeser apalagi jatuh. Penuh org. Gaji dipotong pajak ternyata buat ngempanin manusia kayak setan gini!,tirtapan,1.0,0,0,0,0,in,Twitter for Android,,,,Nugroho16_,3,"['Nugroho16_', 'logikapolitikid', 'DitjenPajakRI']",False
1630502647294992384,Pajak,https://twitter.com/almakarma__/status/1630502647294992384,2023-02-28 09:38:19+00:00,"@Umbisabar @whendarkness_ @redorizaldi @spesiallsambat @DitjenPajakRI bang pegawai pajak, pegawai juga lapor spt tahunan pake 1721-A1 dari perusahaan
mana pegawai tau itu curang atau engga",almakarma__,7.0,0,0,0,0,in,Twitter Web App,,,,Umbisabar,5,"['Umbisabar', 'whendarkness_', 'redorizaldi', 'spesiallsambat', 'DitjenPajakRI']",False
1630502641183907840,Pajak,https://twitter.com/RomeoDarkKnight/status/1630502641183907840,2023-02-28 09:38:17+00:00,@Tuang71611927 @ilonalydia_ @Rriskand @tidiono @agok_habang @editya77 @YanHarahap Ga usah bacot dul. Bacotan elu ga imbang ga sinkron. Bahas pajak aja ga ngerti sok2an bahas kebijakan dan ekonomi. Ya ampun. Para politisi oposisi pake akun real koq utk mengkritisi bahkan menghina toh aman2 saja. Dul dul.,RomeoDarkKnight,1.0,0,0,0,0,in,Twitter for Android,,,,Tuang71611927,7,"['Tuang71611927', 'ilonalydia_', 'Rriskand', 'tidiono', 'agok_habang', 'editya77', 'YanHarahap']",False
1630502637094457344,Pajak,https://twitter.com/iyasiapatau/status/1630502637094457344,2023-02-28 09:38:16+00:00,"#PajakKitaUntukPejabat ??
#PajakKitaUntukKita ??

Pajak dari rakyat untuk rakyat??
Wajib pajak untuk ""pejabat bedjat""??

🫢😜🤣🫢",iyasiapatau,1.0,0,0,0,0,in,Twitter for Android,,,"['PajakKitaUntukPejabat', 'PajakKitaUntukKita']",,0,,False
1630502631771873281,Pajak,https://twitter.com/kangmas_abhi/status/1630502631771873281,2023-02-28 09:38:15+00:00,"@chimmykuu Ngasih duit ga? Pulicinya butuh duit buat jalan, soalnya duit pajak udah dipake pribadi buat belu mobil",kangmas_abhi,2.0,0,0,0,0,in,Twitter for Android,,,,chimmykuu,1,['chimmykuu'],False
1630502605595213825,Pajak,https://twitter.com/cirrocok/status/1630502605595213825,2023-02-28 09:38:09+00:00,"@canoonim Berarti quotesnya jadi gini kak: 

Lebih baik gaji tinggi &amp; solat tepat waktu daripada gaji kecil tapi solat sering telat",cirrocok,5.0,0,0,0,0,in,Twitter for Android,,,,canoonim,1,['canoonim'],False
1630502587358388224,Pajak,https://twitter.com/jpnncom/status/1630502587358388224,2023-02-28 09:38:04+00:00,"Kerja Keras DJP Dinilai Berhasil, Penerimaan Pajak Moncer meski Pandemi #DJP https://t.co/ye4hrTmJnE",jpnncom,7.0,0,0,0,0,in,JPNN News Update,,,['DJP'],,0,,True
1630502584292081665,Pajak,https://twitter.com/kring_pajak/status/1630502584292081665,2023-02-28 09:38:04+00:00,"@SharaMeida Hai, Kak.
Silakan cek DM ya, Kak.
Tks*Auzi",kring_pajak,2.0,0,0,0,0,in,TweetDeck,,,,SharaMeida,1,['SharaMeida'],True
1630502580907307009,Pajak,https://twitter.com/ikramulfajri43/status/1630502580907307009,2023-02-28 09:38:03+00:00,@IcukYanto Berarti rakyat punya hak untuk tidak membayar pajak,ikramulfajri43,8.0,0,0,0,0,in,Twitter for Android,,,,IcukYanto,1,['IcukYanto'],False
1630502573127114753,Pajak,https://twitter.com/mr_brocco/status/1630502573127114753,2023-02-28 09:38:01+00:00,@bwinarso99 @sigitsa80880117 Apa orang ini juga bermasalah dengan pajak ya..!!!,mr_brocco,2.0,0,0,0,0,in,Twitter for iPhone,,,,bwinarso99,2,"['bwinarso99', 'sigitsa80880117']",False
1630502564478214144,Pajak,https://twitter.com/kring_pajak/status/1630502564478214144,2023-02-28 09:37:59+00:00,"@reymputra ... silakan coba login kembali.
3. coba akses juga melalui New Incognito Window (Chrome) / New Private Window (Mozilla).
4. coba akses laman https://t.co/pxtNL4yPvT melalui browser yang berbeda.
5. coba juga gunakan hp/komputer yang berbeda ya, Kak.
(2/4)",kring_pajak,2.0,1,0,0,0,in,TweetDeck,,,,kring_pajak,1,['reymputra'],True
1630502555284545536,Pajak,https://twitter.com/pulungan2903/status/1630502555284545536,2023-02-28 09:37:57+00:00,"Tanda ekonomi meroket 
Plat merah pun mati pajak 🤣🤣🤣",pulungan2903,1.0,0,0,0,0,in,Twitter for Android,,,,,0,,False
1630502544043823105,Pajak,https://twitter.com/Jaga5_sila/status/1630502544043823105,2023-02-28 09:37:54+00:00,"Arogansi Pegawai Pajak yg merasa paling berjasa di negeri ini, tdk melaporkan hartanya

Siapa yg paling berjasa, Rakyat yg taat pajak atau Tukang pungut Pajak?

Pecat semua ASN @DitjenPajakRI
yg mbalelo dan tdk taat aturan

@KemenkeuRI

https://t.co/sOEwS9JVqQ",Jaga5_sila,3.0,0,0,0,0,in,Twitter for Android,,,,,2,"['DitjenPajakRI', 'KemenkeuRI']",False
